"","comparison","Orthogroup","Protein_ofav","Protein_ssid","lpv_ssid","lpv_ofav","annot_ofav","annot_ssid","KOG_ofav","KOG_ssid","rel_class","abs_ofav","abs_ssid","delta_log10p","p_ofav","p_ssid","p_ratio","filter_type","relationship_category","discord_direction","delta_cut_used","high_cut_used","low_cut_used","ratio_cut_used","treatment"
"Bleaching.54","CH_CC","OG0010646","Ofaveolata022881","Ssiderea015100",-1.04279827550912,-6.64826855013435,"bleomycin hydrolase","bleomycin hydrolase","Amino acid transport and metabolism","Amino acid transport and metabolism","Direct",6.64826855013435,1.04279827550912,5.60547027462523,2.24766431136833e-07,0.090615340036699,403153.351585382,"DirectDiscordant","Direct (discordant significance)","Ofav >> Ssid",2,2,1.3,100,"Bleaching"
"Bleaching.55","CH_CC","OG0011010","Ofaveolata018309","Ssiderea018632",3.88373047078769,1.19110204378792,"propionyl-CoA carboxylase activity","propionyl-CoA carboxylase activity","","","Direct",1.19110204378792,3.88373047078769,2.69262842699977,0.0644017926382994,0.000130698176759691,492.752035529249,"DirectDiscordant","Direct (discordant significance)","Ssid >> Ofav",2,2,1.3,100,"Bleaching"
"Bleaching.56","CH_CC","OG0012116","Ofaveolata010052","Ssiderea049434",-5.93896326935598,-1.18301187507075,"respiratory chain complex III assembly","respiratory chain complex III assembly","Energy production and conversion","Energy production and conversion","Direct",1.18301187507075,5.93896326935598,4.75595139428523,0.0656127325331379,1.15089772250202e-06,57010.0463753616,"DirectDiscordant","Direct (discordant significance)","Ssid >> Ofav",2,2,1.3,100,"Bleaching"
"Bleaching.57","CH_CC","OG0012314","Ofaveolata002363","Ssiderea012871",-1.06825926579372,-5.31027179538076,"Haloacid dehalogenase-like hydrolase","Haloacid dehalogenase-like hydrolase",NA,"Function Unknown","Direct",5.31027179538076,1.06825926579372,4.24201252958704,4.89472396009013e-06,0.0854556406168585,17458.7252138494,"DirectDiscordant","Direct (discordant significance)","Ofav >> Ssid",2,2,1.3,100,"Bleaching"
"Bleaching.58","CH_CC","OG0012573","Ofaveolata030138","Ssiderea054218",-1.12451607742364,-5.5497816514617,"Ubiquitin carboxyl-terminal hydrolase","Ubiquitin carboxyl-terminal hydrolase","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones","Direct",5.5497816514617,1.12451607742364,4.42526557403806,2.81980027489545e-06,0.0750730261844477,26623.5260889998,"DirectDiscordant","Direct (discordant significance)","Ofav >> Ssid",2,2,1.3,100,"Bleaching"
"OA + Bleaching.1","LH_CC","OG0000778","Ofaveolata019120","Ssiderea013602",2.67185909835622,-1.64575855628707,"carbohydrate binding","complement activation, classical pathway",NA,"","Inverse",1.64575855628707,2.67185909835622,1.02610054206915,0.02260692240781,0.00212882960722686,10.6194137525451,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching"
"OA + Bleaching.2","LH_CC","OG0000877","Ofaveolata002189","Ssiderea012592",2.10166187024623,-1.75621734493019,"glutamic-type peptidase activity","glutamic-type peptidase activity","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones","Inverse",1.75621734493019,2.10166187024623,0.34544452531604,0.0175300298282873,0.00791294468367149,2.21536109868944,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching"
"OA + Bleaching.3","LH_CC","OG0001412","Ofaveolata010236","Ssiderea019422",2.09107575840731,-1.57243513947419,"negative regulation of bile acid biosynthetic process","negative regulation of bile acid biosynthetic process","Signal transduction mechanisms","Signal transduction mechanisms","Inverse",1.57243513947419,2.09107575840731,0.51864061893312,0.0267648528807875,0.00810819605999273,3.30096271510379,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching"
"OA + Bleaching.4","LH_CC","OG0001481","Ofaveolata013123","Ssiderea000775",9.75454563991551,-1.75152023928292,"integrin binding","Coagulation factor 5/8 C-terminal domain, discoidin domain","Signal transduction mechanisms","Function Unknown","Inverse",1.75152023928292,9.75454563991551,8.00302540063259,0.017720654602269,1.75976372088555e-10,100699056.310535,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching"
"OA + Bleaching.5","LH_CC","OG0001587","Ofaveolata007545","Ssiderea006776",-3.12376493670107,1.94653521757892,"tyrosinase","tyrosinase",NA,"Function Unknown","Inverse",1.94653521757892,3.12376493670107,1.17722971912215,0.0113100567070002,0.000752029822466622,15.0393726008148,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching"
"OA + Bleaching.6","LH_CC","OG0001713","Ofaveolata028965","Ssiderea016596",-1.24628559257821,1.76116606563175,"nucleic acid binding","nucleic acid binding",NA,"RNA processing and modification","Inverse",1.76116606563175,1.24628559257821,0.51488047305354,0.017331411520889,0.0567171510074871,3.27250616253199,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching"
"OA + Bleaching.7","LH_CC","OG0002220","Ofaveolata015248","Ssiderea051084",2.1330522460903,-1.03207759630751,"ectonucleotide pyrophosphatase phosphodiesterase","ectonucleotide pyrophosphatase phosphodiesterase",NA,"Function Unknown","Inverse",1.03207759630751,2.1330522460903,1.10097464978279,0.0928800421231052,0.00736118536321238,12.6175388256455,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching"
"OA + Bleaching.8","LH_CC","OG0002306","Ofaveolata027302","Ssiderea029478",1.01241225514562,-4.44936115191266,"protein-disulfide reductase (glutathione) activity","protein-disulfide reductase (glutathione) activity",NA,"Function Unknown","Inverse",4.44936115191266,1.01241225514562,3.43694889676704,3.55335704537337e-05,0.0971824279114644,2734.94688742299,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching"
"OA + Bleaching.9","LH_CC","OG0002827","Ofaveolata005263","Ssiderea015872",4.69280962534772,-4.46705394724856,"negative chemotaxis","structural constituent of cuticle",NA,"Cell cycle control, cell division, chromosome partitioning","Inverse",4.46705394724856,4.69280962534772,0.225755678099159,3.41150531908579e-05,2.02857175686266e-05,1.68172770203699,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching"
"OA + Bleaching.10","LH_CC","OG0002933","Ofaveolata004714","Ssiderea042375",2.39988904720447,-1.56541506065942,"Disintegrin and metalloproteinase domain-containing protein","metalloendopeptidase activity","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones","Inverse",1.56541506065942,2.39988904720447,0.83447398654505,0.0272010043148231,0.00398208891271105,6.83083801268124,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching"
"OA + Bleaching.11","LH_CC","OG0003366","Ofaveolata017809","Ssiderea048507",1.48516519763515,-1.88713545117312,"inositol hexakisphosphate 6-kinase activity","inositol hexakisphosphate 6-kinase activity","","","Inverse",1.88713545117312,1.48516519763515,0.40197025353797,0.0129677475961177,0.0327216204176104,2.52330793571327,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching"
"OA + Bleaching.12","LH_CC","OG0003692","Ofaveolata002357","Ssiderea012861",1.2647656050531,-2.42444593149338,"acidic dipeptidase","acidic dipeptidase","","","Inverse",2.42444593149338,1.2647656050531,1.15968032644028,0.00376317199840882,0.0543543610606929,14.4437620931691,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching"
"OA + Bleaching.13","LH_CC","OG0003785","Ofaveolata034275","Ssiderea052852",-3.22666819991705,2.31925747653448,"rRNA (pseudouridine) methyltransferase activity","rRNA (pseudouridine) methyltransferase activity","Translation, ribosomal structure and biogenesis","Translation, ribosomal structure and biogenesis","Inverse",2.31925747653448,3.22666819991705,0.90741072338257,0.00479449117375198,0.000593378491384779,8.07998814140192,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching"
"OA + Bleaching.14","LH_CC","OG0004934","Ofaveolata026942","Ssiderea017976",-2.60444318504656,2.07500958001816,"Phosphatidic acid phosphatase type 2B","Phosphatidic acid phosphatase type 2B","Lipid transport and metabolism","Lipid transport and metabolism","Inverse",2.07500958001816,2.60444318504656,0.5294336050284,0.00841376581676856,0.00248631880632453,3.38402532907935,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching"
"OA + Bleaching.15","LH_CC","OG0004958","Ofaveolata020988","Ssiderea012319",1.75439208474419,-2.60215021759579,"PUB domain","PUB domain",NA,"Function Unknown","Inverse",2.60215021759579,1.75439208474419,0.8477581328516,0.0024994806698,0.017603860373276,7.04300720784712,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching"
"OA + Bleaching.16","LH_CC","OG0005579","Ofaveolata029931","Ssiderea024198",-3.7263543423303,1.07375852954884,"metal ion binding","metal ion binding","Transcription","Transcription","Inverse",1.07375852954884,3.7263543423303,2.65259581278146,0.0843803787549579,0.000187778410124264,449.361450547582,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching"
"OA + Bleaching.17","LH_CC","OG0005900","Ofaveolata023634","Ssiderea050025",-3.07177788701372,1.86254731928038,"nonsense mediated mRNA decay factor","SMG6 nonsense mediated mRNA decay factor","RNA processing and modification","RNA processing and modification","Inverse",1.86254731928038,3.07177788701372,1.20923056773334,0.013723114303784,0.000847660825910594,16.1893930736295,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching"
"OA + Bleaching.18","LH_CC","OG0005974","Ofaveolata027445","Ssiderea035532",3.31689433032175,-2.85397339392924,"glutamine biosynthetic process","glutamine biosynthetic process","Amino acid transport and metabolism","Amino acid transport and metabolism","Inverse",2.85397339392924,3.31689433032175,0.46292093639251,0.00139967306775601,0.000482065076262037,2.90349402327413,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching"
"OA + Bleaching.19","LH_CC","OG0006010","Ofaveolata030528","Ssiderea037729",1.54358703928149,-3.51161425706977,"quinone binding","quinone binding","Energy production and conversion","Energy production and conversion","Inverse",3.51161425706977,1.54358703928149,1.96802721778828,0.000307883023588547,0.028603090533334,92.9024608110872,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching"
"OA + Bleaching.20","LH_CC","OG0006183","Ofaveolata000928","Ssiderea022501",1.13309294283493,-2.15842025221762,"BTB POZ domain-containing protein","BTB POZ domain-containing protein",NA,"Function Unknown","Inverse",2.15842025221762,1.13309294283493,1.02532730938269,0.00694352091143784,0.0736049559565254,10.6005234081283,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching"
"OA + Bleaching.21","LH_CC","OG0006224","Ofaveolata024652","Ssiderea017214",1.31352255768164,-1.42927706016477,"iron-sulfur cluster assembly","iron-sulfur cluster assembly",NA,"Function Unknown","Inverse",1.42927706016477,1.31352255768164,0.11575450248313,0.037215421301361,0.0485822296195252,1.3054327459071,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching"
"OA + Bleaching.22","LH_CC","OG0006321","Ofaveolata010194","Ssiderea054850",10.7941719613238,-3.39842957596534,"Marginal zone B and","Marginal zone B and",NA,"Function Unknown","Inverse",3.39842957596534,10.7941719613238,7.39574238535846,0.000399549345911588,1.60630510160797e-11,24873814.1659156,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching"
"OA + Bleaching.23","LH_CC","OG0006517","Ofaveolata026054","Ssiderea021787",-1.47037384328877,1.37713743246278,"lysyl-tRNA synthetase","lysyl-tRNA synthetase","Translation, ribosomal structure and biogenesis","Translation, ribosomal structure and biogenesis","Inverse",1.37713743246278,1.47037384328877,0.09323641082599,0.0419626172300905,0.0338552602565543,1.2394711165148,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching"
"OA + Bleaching.24","LH_CC","OG0006565","Ofaveolata028768","Ssiderea027808",7.99384185732513,-1.74661070758146,"PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides","PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones","Inverse",1.74661070758146,7.99384185732513,6.24723114974367,0.0179221163496299,1.01428065558051e-08,1766978.03029403,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching"
"OA + Bleaching.25","LH_CC","OG0007308","Ofaveolata029875","Ssiderea024105",-3.15288801605541,1.1282560654289,"spectrin binding","spectrin binding","Lipid transport and metabolism","Lipid transport and metabolism","Inverse",1.1282560654289,3.15288801605541,2.02463195062651,0.074429300009507,0.000703253632257338,105.83564249871,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching"
"OA + Bleaching.26","LH_CC","OG0007322","Ofaveolata032657","Ssiderea052005",1.60797613013034,-1.6025841998954,"GTP-specific succinyl-CoA synthetase functions in the citric acid cycle (TCA), coupling the hydrolysis of succinyl-CoA to the synthesis of GTP and thus represents the only step of substrate-level phosphorylation in the TCA. The beta subunit provides nucleotide specificity of the enzyme and binds the substrate succinate, while the binding sites for coenzyme A and phosphate are found in the alpha subunit","GTP-specific succinyl-CoA synthetase functions in the citric acid cycle (TCA), coupling the hydrolysis of succinyl-CoA to the synthesis of GTP and thus represents the only step of substrate-level phosphorylation in the TCA. The beta subunit provides nucleotide specificity of the enzyme and binds the substrate succinate, while the binding sites for coenzyme A and phosphate are found in the alpha subunit","Energy production and conversion","Energy production and conversion","Inverse",1.6025841998954,1.60797613013034,0.00539193023493989,0.0249698423335134,0.0246617488041459,1.01249276893599,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching"
"OA + Bleaching.27","LH_CC","OG0007546","Ofaveolata010169","Ssiderea055795",2.53494068086025,-1.5778367879262,"dolichyl-phosphate-mannose-protein mannosyltransferase activity","dolichyl-phosphate-mannose-protein mannosyltransferase activity","Intracellular trafficking, secretion, and vesicular transport","Intracellular trafficking, secretion, and vesicular transport","Inverse",1.5778367879262,2.53494068086025,0.95710389293405,0.0264340198675388,0.00291782552489034,9.05949298271775,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching"
"OA + Bleaching.28","LH_CC","OG0007627","Ofaveolata011375","Ssiderea019309",4.98870776003929,-4.24339773151197,"Universal stress protein family","Universal stress protein family","Signal transduction mechanisms","Signal transduction mechanisms","Inverse",4.24339773151197,4.98870776003929,0.74531002852732,5.70955510028922e-05,1.02634232726084e-05,5.56301240691026,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching"
"OA + Bleaching.29","LH_CC","OG0007705","Ofaveolata029293","Ssiderea033146",-1.60819407820422,1.19815497878044,"hematopoietic progenitor cell differentiation","hematopoietic progenitor cell differentiation","Intracellular trafficking, secretion, and vesicular transport","Intracellular trafficking, secretion, and vesicular transport","Inverse",1.19815497878044,1.60819407820422,0.41003909942378,0.0633643554045462,0.0246493755588042,2.57062720527676,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching"
"OA + Bleaching.30","LH_CC","OG0008249","Ofaveolata029834","Ssiderea023984",-1.27121507857158,1.18923813362308,"nicotinamide phosphoribosyltransferase activity","nicotinamide phosphoribosyltransferase activity","Coenzyme transport and metabolism","Coenzyme transport and metabolism","Inverse",1.18923813362308,1.27121507857158,0.0819769449484999,0.0646787869879506,0.0535531377031715,1.20774971854021,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching"
"OA + Bleaching.31","LH_CC","OG0008404","Ofaveolata002477","Ssiderea025047",1.8349563682362,-4.91311063510498,"Belongs to the peptidase S1 family","serine-type endopeptidase activity","Posttranslational modification, protein turnover, chaperones","Amino acid transport and metabolism","Inverse",4.91311063510498,1.8349563682362,3.07815426686878,1.22148845032178e-05,0.0146232408070721,1197.16570412269,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching"
"OA + Bleaching.32","LH_CC","OG0008870","Ofaveolata011260","Ssiderea051474",-1.21740606235957,1.24942617171501,"muscle alpha-actinin binding","muscle alpha-actinin binding","","","Inverse",1.24942617171501,1.21740606235957,0.03202010935544,0.056308483137597,0.0606169300410499,1.07651505889307,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching"
"OA + Bleaching.33","LH_CC","OG0009282","Ofaveolata031084","Ssiderea048851",1.14826675893586,-2.6268767301248,"Carboxypeptidase","Carboxypeptidase","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones","Inverse",2.6268767301248,1.14826675893586,1.47860997118894,0.00236114832494654,0.0710776795452269,30.1030133491661,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching"
