Orthogroup	Ofaveolata_out_PRO	Ssiderea_out_PRO
OG0000123	Ofaveolata013490, Ofaveolata013492, Ofaveolata013489, Ofaveolata013523, Ofaveolata027148, Ofaveolata013493, Ofaveolata013488, Ofaveolata013303, Ofaveolata013522, Ofaveolata036138	Ssiderea045294, Ssiderea059162
OG0000125	Ofaveolata017068	Ssiderea054486
OG0000125	Ofaveolata016655	Ssiderea040392
OG0000125	Ofaveolata024396, Ofaveolata024395	Ssiderea051266
OG0000125	Ofaveolata024398, Ofaveolata032833, Ofaveolata024399	Ssiderea006022
OG0000126	Ofaveolata033620, Ofaveolata033608, Ofaveolata033598, Ofaveolata033634, Ofaveolata033637, Ofaveolata033612, Ofaveolata033603, Ofaveolata033638, Ofaveolata033616, Ofaveolata033624, Ofaveolata033630, Ofaveolata033602, Ofaveolata030143	Ssiderea054210
OG0000127	Ofaveolata005779, Ofaveolata016646, Ofaveolata016648, Ofaveolata016651, Ofaveolata016653	Ssiderea040390
OG0000127	Ofaveolata016649, Ofaveolata033815, Ofaveolata016577, Ofaveolata016647, Ofaveolata016645, Ofaveolata016654	Ssiderea029549, Ssiderea029545
OG0000128	Ofaveolata000302, Ofaveolata000300, Ofaveolata000173, Ofaveolata014196, Ofaveolata000169, Ofaveolata010872, Ofaveolata000172, Ofaveolata021488, Ofaveolata020000, Ofaveolata000168, Ofaveolata000171, Ofaveolata010871	Ssiderea029716, Ssiderea029715
OG0000129	Ofaveolata012920	Ssiderea032472, Ssiderea032469, Ssiderea042150, Ssiderea042099, Ssiderea042111, Ssiderea042415, Ssiderea042425, Ssiderea042098, Ssiderea024612, Ssiderea032487, Ssiderea032479, Ssiderea032475, Ssiderea035434
OG0000130	Ofaveolata002503	Ssiderea025067, Ssiderea024938, Ssiderea024899, Ssiderea024901, Ssiderea035194, Ssiderea035188, Ssiderea000843, Ssiderea049226, Ssiderea042001, Ssiderea035189, Ssiderea024932, Ssiderea024900, Ssiderea052883
OG0000131	Ofaveolata001514, Ofaveolata003560, Ofaveolata003839, Ofaveolata030598, Ofaveolata030599, Ofaveolata003850, Ofaveolata003844, Ofaveolata003840, Ofaveolata003848, Ofaveolata003838, Ofaveolata003837, Ofaveolata003847, Ofaveolata003849	Ssiderea049525
OG0000132	Ofaveolata015007, Ofaveolata032623, Ofaveolata015026, Ofaveolata015821, Ofaveolata004078, Ofaveolata015004, Ofaveolata015803, Ofaveolata019647, Ofaveolata019649, Ofaveolata019650, Ofaveolata019654, Ofaveolata019652, Ofaveolata019651	Ssiderea050578
OG0000133	Ofaveolata018073, Ofaveolata018069, Ofaveolata018047, Ofaveolata018905	Ssiderea002867
OG0000133	Ofaveolata018074, Ofaveolata018071, Ofaveolata018050, Ofaveolata018070, Ofaveolata036382, Ofaveolata018049, Ofaveolata018904, Ofaveolata018907	Ssiderea014378
OG0000134	Ofaveolata033547, Ofaveolata035445	Ssiderea038486, Ssiderea038489, Ssiderea038491, Ssiderea038487, Ssiderea038500, Ssiderea038495, Ssiderea038496, Ssiderea038497, Ssiderea052538, Ssiderea038499, Ssiderea038494, Ssiderea038498
OG0000135	Ofaveolata008155	Ssiderea008515, Ssiderea008537, Ssiderea008514, Ssiderea008159, Ssiderea008151, Ssiderea008523, Ssiderea008563, Ssiderea008520, Ssiderea027790, Ssiderea049515, Ssiderea008558, Ssiderea008532, Ssiderea008506
OG0000136	Ofaveolata029389, Ofaveolata029378, Ofaveolata029403, Ofaveolata029397, Ofaveolata029396, Ofaveolata029402	Ssiderea032945
OG0000136	Ofaveolata029377, Ofaveolata015471, Ofaveolata015460, Ofaveolata029408	Ssiderea032942, Ssiderea032943, Ssiderea032952
OG0000137	Ofaveolata035172	Ssiderea042512, Ssiderea049109, Ssiderea046438, Ssiderea016168, Ssiderea017957, Ssiderea016164, Ssiderea046419, Ssiderea032895, Ssiderea016173, Ssiderea054240, Ssiderea018068, Ssiderea035043, Ssiderea018073
OG0000138	Ofaveolata033714	Ssiderea040208, Ssiderea053620, Ssiderea056161, Ssiderea053721, Ssiderea052111, Ssiderea047605, Ssiderea039547, Ssiderea039595, Ssiderea040219, Ssiderea040218, Ssiderea045903, Ssiderea003541, Ssiderea053724
OG0000139	Ofaveolata007061	Ssiderea028316, Ssiderea028285, Ssiderea028278, Ssiderea028281, Ssiderea028297, Ssiderea028304, Ssiderea028287, Ssiderea028311, Ssiderea028298, Ssiderea028312, Ssiderea028315, Ssiderea028293, Ssiderea028282
OG0000140	Ofaveolata033875	Ssiderea047261, Ssiderea047249, Ssiderea047256, Ssiderea047272, Ssiderea047280, Ssiderea047245, Ssiderea047274, Ssiderea047267, Ssiderea047269, Ssiderea047241, Ssiderea047292, Ssiderea047271, Ssiderea047285
OG0000141	Ofaveolata007153	Ssiderea058709, Ssiderea056474, Ssiderea056459, Ssiderea015919, Ssiderea015923, Ssiderea048993, Ssiderea048978, Ssiderea058717, Ssiderea049001, Ssiderea048992, Ssiderea049011, Ssiderea056458, Ssiderea058716
OG0000156	Ofaveolata035295, Ofaveolata000006, Ofaveolata035349, Ofaveolata035351, Ofaveolata035344, Ofaveolata035350, Ofaveolata035348, Ofaveolata031614, Ofaveolata035347, Ofaveolata035346, Ofaveolata034905, Ofaveolata034906	Ssiderea057988
OG0000157	Ofaveolata036028	Ssiderea59335, Ssiderea019938
OG0000157	Ofaveolata035598	Ssiderea61625
OG0000157	Ofaveolata036298	Ssiderea62721, Ssiderea047133, Ssiderea60180, Ssiderea030600, Ssiderea62173, Ssiderea60697
OG0000158	Ofaveolata030809, Ofaveolata030811, Ofaveolata030810, Ofaveolata029162, Ofaveolata030421, Ofaveolata022053, Ofaveolata022045, Ofaveolata022056, Ofaveolata022043, Ofaveolata022054, Ofaveolata022055, Ofaveolata022044	Ssiderea034492
OG0000159	Ofaveolata035798, Ofaveolata035799	Ssiderea034404, Ssiderea034394, Ssiderea034406, Ssiderea034411, Ssiderea034395, Ssiderea034409, Ssiderea034401, Ssiderea034405, Ssiderea034408, Ssiderea034410, Ssiderea044536
OG0000160	Ofaveolata004289, Ofaveolata021252, Ofaveolata020078, Ofaveolata029380, Ofaveolata029409, Ofaveolata015466, Ofaveolata015472, Ofaveolata029404, Ofaveolata029392, Ofaveolata029398, Ofaveolata029391	Ssiderea032939, Ssiderea032933
OG0000161	Ofaveolata035215	Ssiderea043374, Ssiderea038447, Ssiderea018772, Ssiderea038442, Ssiderea038444, Ssiderea033002, Ssiderea032998, Ssiderea033009, Ssiderea033007, Ssiderea033003, Ssiderea006679, Ssiderea006666
OG0000162	Ofaveolata017565, Ofaveolata017907, Ofaveolata036118, Ofaveolata036116, Ofaveolata036358, Ofaveolata036359	Ssiderea048570, Ssiderea048582, Ssiderea048571, Ssiderea048575, Ssiderea048597, Ssiderea048576, Ssiderea017762
OG0000163	Ofaveolata023831	Ssiderea045838, Ssiderea045841, Ssiderea008258, Ssiderea008241, Ssiderea045836, Ssiderea041600, Ssiderea041603, Ssiderea041602, Ssiderea049888, Ssiderea049889, Ssiderea053705, Ssiderea041609
OG0000164	Ofaveolata010900, Ofaveolata010899, Ofaveolata010905, Ofaveolata010903	Ssiderea019906, Ssiderea019916, Ssiderea019911, Ssiderea019909, Ssiderea019915, Ssiderea019912, Ssiderea019913, Ssiderea019914, Ssiderea019908
OG0000165	Ofaveolata036467	Ssiderea016126, Ssiderea016125, Ssiderea003455, Ssiderea003453, Ssiderea003454, Ssiderea043957, Ssiderea010552, Ssiderea044040, Ssiderea044038, Ssiderea043954, Ssiderea016132, Ssiderea010558
OG0000166	Ofaveolata005750	Ssiderea045151, Ssiderea045122, Ssiderea045133, Ssiderea045137, Ssiderea045158, Ssiderea045140, Ssiderea045127, Ssiderea045150, Ssiderea012391, Ssiderea012400, Ssiderea039635, Ssiderea039625
OG0000167	Ofaveolata019335	Ssiderea011421, Ssiderea052226, Ssiderea013239, Ssiderea62745, Ssiderea011423, Ssiderea011415, Ssiderea011410, Ssiderea037328, Ssiderea037329, Ssiderea031438, Ssiderea011420, Ssiderea037337
OG0000168	Ofaveolata035069	Ssiderea023243, Ssiderea017943, Ssiderea032892, Ssiderea046436, Ssiderea032904, Ssiderea049102, Ssiderea016171, Ssiderea054243, Ssiderea035040, Ssiderea018070, Ssiderea016166, Ssiderea049106
OG0000184	Ofaveolata006305	Ssiderea048078
OG0000184	Ofaveolata006304, Ofaveolata006317, Ofaveolata006318, Ofaveolata006313, Ofaveolata006309, Ofaveolata006307, Ofaveolata006310, Ofaveolata006320, Ofaveolata006314	Ssiderea048186
OG0000185	Ofaveolata017370, Ofaveolata017371, Ofaveolata017390, Ofaveolata005169, Ofaveolata017389, Ofaveolata027463, Ofaveolata027448, Ofaveolata017372, Ofaveolata017373, Ofaveolata017388, Ofaveolata017374	Ssiderea046707
OG0000186	Ofaveolata008278, Ofaveolata008714, Ofaveolata008673, Ofaveolata008630, Ofaveolata008705, Ofaveolata008735, Ofaveolata008661, Ofaveolata008688, Ofaveolata008694	Ssiderea008282, Ssiderea008276, Ssiderea008440
OG0000187	Ofaveolata030729, Ofaveolata030734, Ofaveolata030720, Ofaveolata030726, Ofaveolata030727, Ofaveolata030724, Ofaveolata030721, Ofaveolata030728, Ofaveolata030733, Ofaveolata030730, Ofaveolata030731	Ssiderea013854
OG0000188	Ofaveolata015566	Ssiderea038128
OG0000188	Ofaveolata015565, Ofaveolata015569	Ssiderea038131, Ssiderea038129, Ssiderea038132, Ssiderea038134, Ssiderea038133, Ssiderea038130, Ssiderea038135, Ssiderea038122
OG0000189	Ofaveolata008301	Ssiderea057193
OG0000189	Ofaveolata009943, Ofaveolata009945, Ofaveolata009946, Ofaveolata009935, Ofaveolata009950, Ofaveolata009937, Ofaveolata009949, Ofaveolata009941, Ofaveolata000252	Ssiderea029597
OG0000190	Ofaveolata036218	Ssiderea051274, Ssiderea051284, Ssiderea051267, Ssiderea051285, Ssiderea051277, Ssiderea051275, Ssiderea051271, Ssiderea019196, Ssiderea019211, Ssiderea019197, Ssiderea018793
OG0000191	Ofaveolata004298, Ofaveolata026019, Ofaveolata026018, Ofaveolata026017, Ofaveolata031469, Ofaveolata031446, Ofaveolata035333, Ofaveolata031470, Ofaveolata031472	Ssiderea022860, Ssiderea052439, Ssiderea022859
OG0000192	Ofaveolata028307, Ofaveolata035168, Ofaveolata035170, Ofaveolata035169, Ofaveolata035167, Ofaveolata035163, Ofaveolata036228, Ofaveolata035166, Ofaveolata035165, Ofaveolata035164, Ofaveolata035155	Ssiderea031745
OG0000193	Ofaveolata009421, Ofaveolata035917, Ofaveolata009423, Ofaveolata009419	Ssiderea035852, Ssiderea035849, Ssiderea035834
OG0000193	Ofaveolata009814	Ssiderea035850, Ssiderea035856, Ssiderea035854, Ssiderea051674
OG0000194	Ofaveolata016813	Ssiderea017549, Ssiderea036472, Ssiderea036468, Ssiderea009581, Ssiderea039171, Ssiderea036471
OG0000194	Ofaveolata008298, Ofaveolata016815, Ofaveolata016816	Ssiderea039169, Ssiderea039170
OG0000195	Ofaveolata008531	Ssiderea018813, Ssiderea050504, Ssiderea050507
OG0000195	Ofaveolata030916, Ofaveolata031493, Ofaveolata031510, Ofaveolata030902, Ofaveolata030925, Ofaveolata030932	Ssiderea050533, Ssiderea022775
OG0000196	Ofaveolata019321	Ssiderea011431
OG0000196	Ofaveolata019311	Ssiderea011460
OG0000196	Ofaveolata019323, Ofaveolata019327, Ofaveolata019322	Ssiderea011432
OG0000196	Ofaveolata019328	Ssiderea011465, Ssiderea011463
OG0000197	Ofaveolata014316	Ssiderea003571, Ssiderea006772
OG0000197	Ofaveolata013952	Ssiderea043990
OG0000197	Ofaveolata013951, Ofaveolata014323	Ssiderea003783
OG0000198	Ofaveolata036161	Ssiderea60382, Ssiderea62354, Ssiderea60965
OG0000198	Ofaveolata035714, Ofaveolata035752, Ofaveolata035780	Ssiderea61646, Ssiderea62532, Ssiderea61164, Ssiderea59440, Ssiderea59441
OG0000199	Ofaveolata020008, Ofaveolata016922, Ofaveolata007560, Ofaveolata019851, Ofaveolata007555, Ofaveolata004968, Ofaveolata030839, Ofaveolata019852, Ofaveolata020006, Ofaveolata019845, Ofaveolata020007	Ssiderea044367
OG0000200	Ofaveolata022977	Ssiderea008472, Ssiderea031278, Ssiderea040116, Ssiderea018230, Ssiderea043111, Ssiderea007156, Ssiderea015804, Ssiderea043208, Ssiderea055158, Ssiderea053342, Ssiderea002698
OG0000201	Ofaveolata008631	Ssiderea025277, Ssiderea047974, Ssiderea59285, Ssiderea019965, Ssiderea013194, Ssiderea013247, Ssiderea008893, Ssiderea008897, Ssiderea008896, Ssiderea008894, Ssiderea008895
OG0000202	Ofaveolata005710	Ssiderea047732, Ssiderea045459, Ssiderea045640, Ssiderea045639, Ssiderea045641, Ssiderea045650, Ssiderea045644, Ssiderea045648, Ssiderea045643, Ssiderea045636, Ssiderea045634
OG0000203	Ofaveolata034080	Ssiderea035797, Ssiderea023621, Ssiderea024876, Ssiderea024882, Ssiderea024873, Ssiderea008393, Ssiderea014414, Ssiderea023622, Ssiderea040186, Ssiderea031891, Ssiderea047117
OG0000204	Ofaveolata030562, Ofaveolata030561	Ssiderea034065, Ssiderea034055, Ssiderea61074, Ssiderea034054, Ssiderea014290, Ssiderea014306, Ssiderea053240, Ssiderea034042, Ssiderea014304, Ssiderea034056
OG0000205	Ofaveolata031927	Ssiderea015760, Ssiderea007369, Ssiderea007356, Ssiderea007350, Ssiderea007370, Ssiderea015759, Ssiderea007382, Ssiderea015758, Ssiderea007357, Ssiderea015757, Ssiderea007371
OG0000216	Ofaveolata001819, Ofaveolata001818, Ofaveolata001820, Ofaveolata001817	Ssiderea027118
OG0000216	Ofaveolata034335, Ofaveolata001816, Ofaveolata030825, Ofaveolata030828, Ofaveolata030822	Ssiderea027119
OG0000217	Ofaveolata018737	Ssiderea003311
OG0000217	Ofaveolata002958	Ssiderea023623
OG0000217	Ofaveolata018735	Ssiderea003310, Ssiderea003328, Ssiderea003339, Ssiderea003330
OG0000218	Ofaveolata028993, Ofaveolata028991, Ofaveolata028992, Ofaveolata028987, Ofaveolata028979, Ofaveolata028988, Ofaveolata028980, Ofaveolata028997, Ofaveolata028996, Ofaveolata028998	Ssiderea59456
OG0000219	Ofaveolata021837	Ssiderea022752
OG0000219	Ofaveolata021857, Ofaveolata021844	Ssiderea022754
OG0000219	Ofaveolata021860, Ofaveolata021832, Ofaveolata021836, Ofaveolata021843, Ofaveolata021856	Ssiderea022716
OG0000220	Ofaveolata000158, Ofaveolata000306, Ofaveolata015533, Ofaveolata030875, Ofaveolata000157, Ofaveolata000160, Ofaveolata000156, Ofaveolata000159, Ofaveolata000154	Ssiderea014090, Ssiderea024242
OG0000221	Ofaveolata035141, Ofaveolata027888, Ofaveolata035139	Ssiderea036642
OG0000221	Ofaveolata027885, Ofaveolata035140, Ofaveolata027887, Ofaveolata027886	Ssiderea050737, Ssiderea050743, Ssiderea036639
OG0000222	Ofaveolata006168	Ssiderea028561, Ssiderea028556
OG0000222	Ofaveolata006936, Ofaveolata006122, Ofaveolata006123, Ofaveolata033490	Ssiderea028544, Ssiderea028559, Ssiderea028098, Ssiderea028554
OG0000223	Ofaveolata016002	Ssiderea033461
OG0000223	Ofaveolata016011, Ofaveolata016006, Ofaveolata016009, Ofaveolata016003, Ofaveolata016005, Ofaveolata016007, Ofaveolata016004	Ssiderea033469, Ssiderea033463
OG0000224	Ofaveolata012350, Ofaveolata036054	Ssiderea023836, Ssiderea049252, Ssiderea057742, Ssiderea047203, Ssiderea059171, Ssiderea055089, Ssiderea001768, Ssiderea023315, Ssiderea058293
OG0000225	Ofaveolata000544, Ofaveolata010106, Ofaveolata000417, Ofaveolata000418, Ofaveolata000429, Ofaveolata000422, Ofaveolata000424, Ofaveolata000427, Ofaveolata000425, Ofaveolata000428	Ssiderea015688
OG0000226	Ofaveolata010301, Ofaveolata010299, Ofaveolata010295, Ofaveolata010297, Ofaveolata010296, Ofaveolata010298	Ssiderea045183, Ssiderea045182, Ssiderea004421
OG0000226	Ofaveolata010293	Ssiderea019610
OG0000230	Ofaveolata035120, Ofaveolata027636	Ssiderea042358, Ssiderea042371, Ssiderea042359, Ssiderea042357, Ssiderea042372
OG0000230	Ofaveolata029861	Ssiderea042364, Ssiderea042365, Ssiderea042366
OG0000231	Ofaveolata009405	Ssiderea040040, Ssiderea040037, Ssiderea026375, Ssiderea026382
OG0000231	Ofaveolata009407, Ofaveolata009413, Ofaveolata009918, Ofaveolata009916, Ofaveolata009102	Ssiderea055133
OG0000232	Ofaveolata032365, Ofaveolata035397, Ofaveolata031080, Ofaveolata032117, Ofaveolata032187, Ofaveolata032217, Ofaveolata032237	Ssiderea59628
OG0000232	Ofaveolata032148, Ofaveolata032234	Ssiderea035023
OG0000233	Ofaveolata024356, Ofaveolata027366, Ofaveolata023974, Ofaveolata023976, Ofaveolata023984, Ofaveolata023979, Ofaveolata023983, Ofaveolata023977, Ofaveolata023978	Ssiderea045997, Ssiderea045996
OG0000234	Ofaveolata019439	Ssiderea020700, Ssiderea020785
OG0000234	Ofaveolata019442	Ssiderea020696, Ssiderea020704, Ssiderea020783, Ssiderea020698, Ssiderea011565, Ssiderea020703, Ssiderea011564
OG0000235	Ofaveolata026756	Ssiderea017758
OG0000235	Ofaveolata008811, Ofaveolata008815, Ofaveolata008814, Ofaveolata008813, Ofaveolata008812, Ofaveolata018022, Ofaveolata003443, Ofaveolata003433	Ssiderea029843
OG0000236	Ofaveolata013360	Ssiderea043795, Ssiderea043760, Ssiderea043822, Ssiderea043808, Ssiderea001196, Ssiderea001179, Ssiderea001176, Ssiderea001199, Ssiderea001172, Ssiderea001167
OG0000237	Ofaveolata027123, Ofaveolata027141	Ssiderea025805
OG0000237	Ofaveolata027122	Ssiderea025797, Ssiderea025788, Ssiderea025795, Ssiderea025777, Ssiderea025792, Ssiderea025682, Ssiderea025698
OG0000238	Ofaveolata004378, Ofaveolata018415, Ofaveolata004379, Ofaveolata004375, Ofaveolata004372, Ofaveolata004377, Ofaveolata004371, Ofaveolata005349, Ofaveolata005354, Ofaveolata005352	Ssiderea052521
OG0000239	Ofaveolata035692, Ofaveolata035694, Ofaveolata036349, Ofaveolata035696, Ofaveolata036350, Ofaveolata035260, Ofaveolata036351, Ofaveolata035276, Ofaveolata035695, Ofaveolata034828	Ssiderea050893
OG0000240	Ofaveolata017594, Ofaveolata015109	Ssiderea045748, Ssiderea045722, Ssiderea045753
OG0000240	Ofaveolata005844, Ofaveolata007757, Ofaveolata005842	Ssiderea045755, Ssiderea045759, Ssiderea045751
OG0000241	Ofaveolata015391	Ssiderea038289, Ssiderea038285, Ssiderea038293, Ssiderea038288, Ssiderea038303, Ssiderea038295, Ssiderea038284, Ssiderea038286, Ssiderea038294, Ssiderea038290
OG0000242	Ofaveolata003179	Ssiderea030205
OG0000242	Ofaveolata003175	Ssiderea030204, Ssiderea030203, Ssiderea030221, Ssiderea030216, Ssiderea030218, Ssiderea030213, Ssiderea030217, Ssiderea030214
OG0000243	Ofaveolata035107	Ssiderea60194
OG0000243	Ofaveolata035305	Ssiderea60791, Ssiderea59656, Ssiderea026943, Ssiderea62135, Ssiderea60413, Ssiderea59868, Ssiderea60797, Ssiderea60824
OG0000244	Ofaveolata004087	Ssiderea016521, Ssiderea60926, Ssiderea041219, Ssiderea60853, Ssiderea022222, Ssiderea002051, Ssiderea045550, Ssiderea057044, Ssiderea033042, Ssiderea005880
OG0000245	Ofaveolata009645, Ofaveolata009659, Ofaveolata009667, Ofaveolata009649, Ofaveolata009666, Ofaveolata030657, Ofaveolata009841	Ssiderea051770, Ssiderea051751, Ssiderea051747, Ssiderea051724
OG0000246	Ofaveolata009845	Ssiderea051743, Ssiderea051757, Ssiderea051744, Ssiderea051723, Ssiderea051746, Ssiderea051742, Ssiderea051749, Ssiderea051729, Ssiderea051771, Ssiderea051739
OG0000247	Ofaveolata007715	Ssiderea032432, Ssiderea032424, Ssiderea032430, Ssiderea032420, Ssiderea033836, Ssiderea033826, Ssiderea033829, Ssiderea032433, Ssiderea009314, Ssiderea009308
OG0000248	Ofaveolata027100	Ssiderea020932, Ssiderea020960, Ssiderea020952, Ssiderea020965, Ssiderea020946, Ssiderea020934, Ssiderea020961, Ssiderea020968, Ssiderea020955, Ssiderea020970
OG0000249	Ofaveolata024241	Ssiderea005688, Ssiderea020690, Ssiderea011543, Ssiderea011554, Ssiderea011532, Ssiderea020686, Ssiderea020688, Ssiderea020682, Ssiderea011560, Ssiderea011561
OG0000250	Ofaveolata005553	Ssiderea036072, Ssiderea016667, Ssiderea016662, Ssiderea016663, Ssiderea016223, Ssiderea045663, Ssiderea016220, Ssiderea016187, Ssiderea016230, Ssiderea025488
OG0000251	Ofaveolata035813	Ssiderea026665, Ssiderea026657, Ssiderea026591, Ssiderea026664, Ssiderea026663, Ssiderea026656, Ssiderea026671, Ssiderea026667, Ssiderea026660, Ssiderea026662
OG0000252	Ofaveolata015492	Ssiderea036984, Ssiderea032010, Ssiderea027004, Ssiderea049348, Ssiderea021351, Ssiderea037014, Ssiderea058818, Ssiderea054230, Ssiderea006229, Ssiderea033211
OG0000253	Ofaveolata006413, Ofaveolata006411	Ssiderea028434, Ssiderea041496, Ssiderea045493, Ssiderea041465, Ssiderea053345, Ssiderea028441, Ssiderea041473, Ssiderea028438, Ssiderea041494
OG0000254	Ofaveolata033306	Ssiderea047204, Ssiderea047200, Ssiderea047198, Ssiderea047187, Ssiderea047201, Ssiderea047188, Ssiderea047197, Ssiderea047196, Ssiderea047190, Ssiderea059170
OG0000255	Ofaveolata029546	Ssiderea054694, Ssiderea054687, Ssiderea054695, Ssiderea054698, Ssiderea053027, Ssiderea040580
OG0000255	Ofaveolata029547	Ssiderea054681, Ssiderea023816, Ssiderea054690
OG0000256	Ofaveolata002817	Ssiderea013397, Ssiderea013384
OG0000256	Ofaveolata018133	Ssiderea013395, Ssiderea013400, Ssiderea013385, Ssiderea013390, Ssiderea013392, Ssiderea013391, Ssiderea013388
OG0000257	Ofaveolata032452	Ssiderea034581, Ssiderea034643, Ssiderea007735, Ssiderea007746, Ssiderea034632, Ssiderea034617, Ssiderea034677, Ssiderea007717, Ssiderea034601, Ssiderea034655
OG0000258	Ofaveolata019332	Ssiderea011405, Ssiderea031442, Ssiderea037269, Ssiderea031443, Ssiderea037271, Ssiderea031482, Ssiderea011359, Ssiderea031444, Ssiderea037272, Ssiderea037270
OG0000268	Ofaveolata008276, Ofaveolata008927, Ofaveolata008271, Ofaveolata008268, Ofaveolata008274, Ofaveolata008273, Ofaveolata008272	Ssiderea008438, Ssiderea008435, Ssiderea008434
OG0000270	Ofaveolata011126, Ofaveolata012118, Ofaveolata004880, Ofaveolata028530, Ofaveolata010274, Ofaveolata014445, Ofaveolata004594, Ofaveolata030120, Ofaveolata012065	Ssiderea021176
OG0000271	Ofaveolata009623, Ofaveolata033903, Ofaveolata033942, Ofaveolata033934, Ofaveolata033944, Ofaveolata033952, Ofaveolata033948, Ofaveolata031705	Ssiderea051630, Ssiderea029202
OG0000272	Ofaveolata035113, Ofaveolata035111, Ofaveolata035112, Ofaveolata035110, Ofaveolata034558, Ofaveolata034540, Ofaveolata031280, Ofaveolata034568, Ofaveolata034570	Ssiderea60450
OG0000273	Ofaveolata000295	Ssiderea045120, Ssiderea045131, Ssiderea045136, Ssiderea045138, Ssiderea045155, Ssiderea019417, Ssiderea039542, Ssiderea019952, Ssiderea003874
